name,district,price,bedroom,wc,acreage,link,date
NGAY CHỢ CÂY QUÉO-Hoàng Hoa Thám-CHDV hơn 50m2 gần 400tr/năm chỉ 7.xtỷ,"Quận Bình Thạnh, TPHCM",7 tỷ,4 PN,5 WC,52 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngay-cho-cay-queo-hoang-hoa-tham-chdv-hon-50m2-gan-400tr-nam-chi-7-xty-id22538388,2024-04-27
Góc 2 Mặt Tiền Ung Văn Khiêm P25 - Bình Thạnh.,"Quận Bình Thạnh, TPHCM",275 tỷ,6 PN,6 WC,321 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/goc-2-mat-tien-ung-van-khiem-p25-binh-thanh-id22542210,2024-04-27
"Bán nhà căn góc 2MT Đoàn Thị Điểm Q Phú Nhuận DT 8.1x18m, 2 Tầng .","Quận Phú Nhuận, TPHCM",45 tỷ 900 triệu,7 PN,7 WC,56 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-nha-can-goc-2mt-doan-thi-diem-q-phu-nhuan-dt-8-1x18m-2-tang-id22533668,2024-04-27
Chính chủ gửi Bán nhà phố cao cấp D2 EIGHT - Thạnh Mỹ Lợi Q2,"Quận 2 (TP. Thủ Đức), TPHCM",35 tỷ,1 PN,1 WC,905 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/chinh-chu-gui-ban-nha-pho-cao-cap-d2-eight-thanh-my-loi-q2-id21976479,2024-04-27
"Nhà Đẹp Lung Linh, Ôtô Đỗ Cổng, Ngang Khủng 6m, Nguyễn Bỉnh Khiêm, BT.","Quận Bình Thạnh, TPHCM",8 tỷ 300 triệu,3 PN,3 WC,144 m2,https://mogi.vn/quan-binh-thanh/mua-nha-biet-thu-lien-ke/nha-dep-lung-linh-oto-do-cong-ngang-khung-6m-nguyen-binh-khiem-bt-id22542544,2024-04-27
SÁT MT NGUYỄN VĂN ĐẬU-LÊ QUANG ĐỊNH hẻm xe tải -gần 70m2 nhỉnh 8 TỶ TL,"Quận Bình Thạnh, TPHCM",8 tỷ,8 PN,9 WC,100 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sat-mt-nguyen-van-dau-le-quang-dinh-hem-xe-tai-gan-70m2-nhinh-8-ty-tl-id22527878,2024-04-27
"Bán nhà MT Bạch Đằng Q Tân Bình DT 6x15m, NH 8m 4 Tầng HĐT 60tr/th .","Quận Tân Bình, TPHCM",24 tỷ 500 triệu,8 PN,8 WC,160 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mt-bach-dang-q-tan-binh-dt-6x15m-nh-8m-4-tang-hdt-60tr-th-id22533661,2024-04-27
Toà Building Ung Văn Khiêm P25 - Bình Thạnh.,"Quận Bình Thạnh, TPHCM",79 tỷ,4 PN,4 WC,66 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/toa-building-ung-van-khiem-p25-binh-thanh-id22542211,2024-04-27
Giảm Nửa Tỷ - 5 Tầng - Ôtô Vô Nhà - Khu VIP Phân Lô Nguyễn Thượng Hiền,"Quận Bình Thạnh, TPHCM",6 tỷ 950 triệu,5 PN,5 WC,96 m2,https://mogi.vn/quan-binh-thanh/mua-nha-biet-thu-lien-ke/giam-nua-ty-5-tang-oto-vo-nha-khu-vip-phan-lo-nguyen-thuong-hien-id22510240,2024-04-27
"HẺM XE HƠI TỚI NHÀ, Nguyễn Văn Đậu-Hoàng Hoa Thám gần 40m2 nhích 5 TỶ","Quận Bình Thạnh, TPHCM",5 tỷ,7 PN,7 WC,220 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hem-xe-hoi-toi-nha-nguyen-van-dau-hoang-hoa-tham-gan-40m2-nhich-5-ty-id22525944,2024-04-27
"Bán Toà Buiding MT Nguyễn Trọng Tuyển DT 5x25m, Hầm 5 Tầng HĐT 90tr/th","Quận Phú Nhuận, TPHCM",35 tỷ 900 triệu,3 PN,4 WC,40 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-toa-buiding-mt-nguyen-trong-tuyen-dt-5x25m-ham-5-tang-hdt-90tr-th-id22532857,2024-04-27
Bán nhà Mặt tiền đường Nguyễn Tri Phương phường 4 quận 10.,"Quận 10, TPHCM",30 tỷ 900 triệu,2 PN,2 WC,39 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-nha-mat-tien-duong-nguyen-tri-phuong-phuong-4-quan-10-id22542199,2024-04-27
Nhà 4 Tầng Thông Số Đẹp - Nội Thất Xịn Sò - Phạm Văn Đồng - Gò Vấp.,"Quận Gò Vấp, TPHCM",6 tỷ 199 triệu,5 PN,5 WC,104 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/nha-4-tang-thong-so-dep-noi-that-xin-so-pham-van-dong-go-vap-id22487867,2024-04-27
"Ngay ngã tư Phú Nhuận, Phan Đăng Lưu, gần 80m2 nhỉnh 10tỷ TL","Quận Phú Nhuận, TPHCM",10 tỷ,4 PN,4 WC,54 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ngay-nga-tu-phu-nhuan-phan-dang-luu-gan-80m2-nhinh-10ty-tl-id22525120,2024-04-27
"Bán Biệt Thự Nguyễn Văn Đậu Q Bình Thạnh DT 8.2 x 32m, 2L, Hồ Bơi .","Quận Bình Thạnh, TPHCM",24 tỷ 900 triệu,4 PN,5 WC,56 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-biet-thu-nguyen-van-dau-q-binh-thanh-dt-8-2-x-32m-2l-ho-boi-id22528526,2024-04-27
"SIÊU PHẨM - SIÊU KHAN HIẾM - Khuôn đất khan hiếm mặt tiền Bến Thành, Q","Quận 1, TPHCM",255 tỷ,5 PN,7 WC,76 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/sieu-pham-sieu-khan-hiem-khuon-dat-khan-hiem-mat-tien-ben-thanh-q-id22542195,2024-04-27
Thu Nhập 400 Triệu - Lê Văn Sỹ - 4 Tầng Mới Keng - 5 Phòng Khép Kín.,"Quận Phú Nhuận, TPHCM",7 tỷ 990 triệu,3 PN,3 WC,243 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/thu-nhap-400-trieu-le-van-sy-4-tang-moi-keng-5-phong-khep-kin-id22520097,2024-04-27
NGUYỄN VĂN TRỖI-HỒ BIỂU CHÁNH HXH đỗ cổng-5 tầng- gần 40m2 NHỈNH 6TỶ,"Quận Phú Nhuận, TPHCM",6 tỷ,1 PN,1 WC,400 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nguyen-van-troi-ho-bieu-chanh-hxh-do-cong-5-tang-gan-40m2-nhinh-6ty-id22528830,2024-04-27
"Bán tòa nhà siêu phẩm MT Trần Hưng Đạo, Quận 1.","Quận 1, TPHCM",200 tỷ,5 PN,6 WC,55 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-toa-nha-sieu-pham-mt-tran-hung-dao-quan-1-id22530034,2024-04-27
"Bán CHDV đường Nguyễn Trãi Q1 DT 6 x 19m , 6 Tầng -18P - HĐT 80tr/th .","Quận 1, TPHCM",36 tỷ 500 triệu,4 PN,3 WC,42 m2,https://mogi.vn/quan-1/mua-nha-hem-ngo/ban-chdv-duong-nguyen-trai-q1-dt-6-x-19m-6-tang-18p-hdt-80tr-th-id22527589,2024-04-27
"Nhà cấp 4 quận 7, mặt tiền hẻm ô tô tránh, Nguyễn Thị Thập, Lottemart","Quận 7, TPHCM",3 tỷ 500 triệu,8 PN,9 WC,100 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-cap-4-quan-7-mat-tien-hem-o-to-tranh-nguyen-thi-thap-lottemart-id22461667,2024-04-27
"3 Tầng Lung Linh, Sát Mặt Tiền, Tặng Hết Nội Thất, Lê Văn Thọ, Gò Vấp.","Quận Gò Vấp, TPHCM",5 tỷ 700 triệu,8 PN,8 WC,160 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/3-tang-lung-linh-sat-mat-tien-tang-het-noi-that-le-van-tho-go-vap-id22487921,2024-04-27
"GẤP Ngay chợ Bà Chiều - Phan Chu Trinh - Bạch Đằng, 72m2 nhỉnh 8 tỷ TL","Quận Bình Thạnh, TPHCM",8 tỷ,2 PN,2 WC,45 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/gap-ngay-cho-ba-chieu-phan-chu-trinh-bach-dang-72m2-nhinh-8-ty-tl-id22533872,2024-04-27
"- Bán Khuôn Đất Siêu Hiếm Đối Diện Đầm Sen - Hoà Bình, P.5 Quận 11","Quận 11, TPHCM",110 tỷ,3 PN,3 WC,40 m2,https://mogi.vn/quan-11/mua-nha-mat-tien-pho/ban-khuon-dat-sieu-hiem-doi-dien-dam-sen-hoa-binh-p-5-quan-11-id22538120,2024-04-27
"Bán CHDV Phan Văn TRị Q Bình Thạnh DT 4x13m, 5 Tầng HDT 39 tr/th.","Quận Bình Thạnh, TPHCM",8 tỷ 900 triệu,4 PN,4 WC,72 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-chdv-phan-van-tri-q-binh-thanh-dt-4x13m-5-tang-hdt-39-tr-th-id22528295,2024-04-27
"Nhà Mặt Tiền 3 Tầng KD Đỉnh - Nam Kỳ Khởi Nghĩa Q.3 , Xe 7 Chỗ Vô Nhà.","Quận 3, TPHCM",18 tỷ 500 triệu,5 PN,5 WC,550 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/nha-mat-tien-3-tang-kd-dinh-nam-ky-khoi-nghia-q-3-xe-7-cho-vo-nha-id22533515,2024-04-27
"CHỦ gửi nhà HẺM XE HƠI gần ngã tư Hàng Xanh, BẠCH ĐẰNG,50M2, nhỉnh 6tỷ","Quận Bình Thạnh, TPHCM",6 tỷ,9 PN,9 WC,46 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chu-gui-nha-hem-xe-hoi-gan-nga-tu-hang-xanh-bach-dang-50m2-nhinh-6ty-id22522151,2024-04-27
"Bán nhà HXH 6m Hoàng Văn Thụ Q Tân Bình DT 4.5 x 17m , 2 Tầng .","Quận Tân Bình, TPHCM",11 tỷ 900 triệu,4 PN,4 WC,65 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hxh-6m-hoang-van-thu-q-tan-binh-dt-4-5-x-17m-2-tang-id22528770,2024-04-27
Siêu phẩm mặt tiền đường P. Tân Định Q. 1 DTCN: 354m2 hầm - 7 tầng,"Quận 1, TPHCM",110 tỷ,3 PN,2 WC,49 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/sieu-pham-mat-tien-duong-p-tan-dinh-q-1-dtcn-354m2-ham-7-tang-id22530006,2024-04-27
"NHÀ CẤP 4, 4PN, 4.2X10m - SHR - tiện xây mới, KCX Tân Thuận Q7, 2 tỷx","Quận 7, TPHCM",2 tỷ 600 triệu,2 PN,2 WC,72 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-cap-4-4pn-4-2x10m-shr-tien-xay-moi-kcx-tan-thuan-q7-2-tyx-id22461635,2024-04-27
"Giảm 1 Tỷ, 6 Tầng - Ôtô Vô Nhà, Sát Mặt Tiền, Lý Chính Thắng - Quận 3.","Quận 3, TPHCM",9 tỷ 500 triệu,7 PN,7 WC,354 m2,https://mogi.vn/quan-3/mua-nha-biet-thu-lien-ke/giam-1-ty-6-tang-oto-vo-nha-sat-mat-tien-ly-chinh-thang-quan-3-id22533519,2024-04-27
"Chính chủ bán nhà hẻm 27. Ngay cầu Điện Biên Phủ, giáp ranh Q1.","Quận Bình Thạnh, TPHCM",4 tỷ 100 triệu,4 PN,4 WC,42 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/chinh-chu-ban-nha-hem-27-ngay-cau-dien-bien-phu-giap-ranh-q1-id22518058,2024-04-27
VIP-LÊ VĂN SỸ GIAO HUỲNH VĂN BÁNH-hẻm trước nhà 4m-50m2-nhỉnh 9 TỶ TL,"Quận Phú Nhuận, TPHCM",9 tỷ,3 PN,5 WC,40 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/vip-le-van-sy-giao-huynh-van-banh-hem-truoc-nha-4m-50m2-nhinh-9-ty-tl-id22526384,2024-04-27
"Bán nhà 2MT đường Đinh Tiên Hoàng Q1 DT 4 x16m , 4 Tầng HĐT 40tr/th .","Quận 1, TPHCM",22 tỷ,1 PN,1 WC,38 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-2mt-duong-dinh-tien-hoang-q1-dt-4-x16m-4-tang-hdt-40tr-th-id22529313,2024-04-27
"Bán BĐS đường Nguyễn Văn Trỗi, đẹp nhất cung đường.","Quận Phú Nhuận, TPHCM",779 tỷ,4 PN,5 WC,48 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-bds-duong-nguyen-van-troi-dep-nhat-cung-duong-id22529957,2024-04-27
"[Hiếm] Nhà nhỏ, chỉ 2,x tỷ, vị trí đẹp, lô đường Hoàng Trọng Mậu Q7","Quận 7, TPHCM",2 tỷ 950 triệu,8 PN,9 WC,100 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/hiem-nha-nho-chi-2-x-ty-vi-tri-dep-lo-duong-hoang-trong-mau-q7-id22461655,2024-04-27
"Giảm Nửa Tỷ - Lô Góc 6 Tầng - Thang Máy - Hẻm Ôtô - Sát Mặt Tiền, Q.10","Quận 10, TPHCM",17 tỷ 500 triệu,8 PN,8 WC,160 m2,https://mogi.vn/quan-10/mua-nha-biet-thu-lien-ke/giam-nua-ty-lo-goc-6-tang-thang-may-hem-oto-sat-mat-tien-q-10-id22534777,2024-04-27
"XE HƠI TỚI NHÀ, ngay ngã tư Phú Nhuận, PHAN ĐĂNG LƯU, 55M2 nhỉnh 7 tỷ","Quận Phú Nhuận, TPHCM",7 tỷ,2 PN,2 WC,30 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/xe-hoi-toi-nha-ngay-nga-tu-phu-nhuan-phan-dang-luu-55m2-nhinh-7-ty-id22521981,2024-04-27
Bán siêu phẩm bds nhà cấp 4 ngay goc phan xích long Phú Nhuận,"Quận Phú Nhuận, TPHCM",208 tỷ,11 PN,12 WC,85 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-sieu-pham-bds-nha-cap-4-ngay-goc-phan-xich-long-phu-nhuan-id22529992,2024-04-27
Bán nhà HXH Vip 10m đường Bạch Đằng Q Tân Bình DT 4 x 16m nhà cấp 4 .,"Quận Tân Bình, TPHCM",12 tỷ 900 triệu,4 PN,4 WC,54 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hxh-vip-10m-duong-bach-dang-q-tan-binh-dt-4-x-16m-nha-cap-4-id22528787,2024-04-27
"Nhà nhỏ xinh, sổ riêng, 2 tầng 2PN, Lê Văn Lương, Lottemart, 2 tỷ xx","Quận 7, TPHCM",2 tỷ 800 triệu,1 PN,1 WC,700 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-nho-xinh-so-rieng-2-tang-2pn-le-van-luong-lottemart-2-ty-xx-id22489584,2024-04-27
"Giảm Nửa Tỷ, Nhà Xinh 4 Tầng, 7 Chỗ Đỗ Cổng, Phan Đăng Lưu, Phú Nhuận.","Quận Phú Nhuận, TPHCM",8 tỷ 900 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/giam-nua-ty-nha-xinh-4-tang-7-cho-do-cong-phan-dang-luu-phu-nhuan-id22539933,2024-04-27
"VIP-Khu Hiếm Nhà Bán-ĐOÀN THỊ ĐIỂM-Gần 40m2,Hẻm Xe Hơi Thông,Chỉ 6Ty9","Quận Phú Nhuận, TPHCM",6 tỷ,2 PN,2 WC,24 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/vip-khu-hiem-nha-ban-doan-thi-diem-gan-40m2-hem-xe-hoi-thong-chi-6ty9-id22524402,2024-04-27
Bán bđs đang làm mô hình Trung tâm hội nghị tiệc cưới .,"Quận Tân Phú, TPHCM",177 tỷ,3 PN,4 WC,70 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-bds-dang-lam-mo-hinh-trung-tam-hoi-nghi-tiec-cuoi-id22529949,2024-04-27
"Bán gấp nhà MT đường Nguyễn Thái Bình Q Tân Bình DT 7.5 x 25m, 4 Tầng","Quận Tân Bình, TPHCM",42 tỷ 900 triệu,3 PN,3 WC,40 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-gap-nha-mt-duong-nguyen-thai-binh-q-tan-binh-dt-7-5-x-25m-4-tang-id22529330,2024-04-27
"Nhà chính chủ gấp bán - Khu VIP Quận 7, 20m ra MT Trần Xuân Soạn, 1T1L","Quận 7, TPHCM",3 tỷ 300 triệu,8 PN,8 WC,412 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-chinh-chu-gap-ban-khu-vip-quan-7-20m-ra-mt-tran-xuan-soan-1t1l-id22486301,2024-04-27
"Nhà Mới 3 Mặt Thoáng, Ô Tô Vô Nhà, Khu Vip Nguyễn Gia Trí - Bình Thạnh","Quận Bình Thạnh, TPHCM",10 tỷ 499 triệu,16 PN,16 WC,189 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/nha-moi-3-mat-thoang-o-to-vo-nha-khu-vip-nguyen-gia-tri-binh-thanh-id22488551,2024-04-27
HXH-LÊ VĂN SỸ - TRƯỜNG SA chính chủ định cư gửi nhà 50m2-nhỉnh 9 tỷ,"Quận 3, TPHCM",9 tỷ,2 PN,2 WC,24 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/hxh-le-van-sy-truong-sa-chinh-chu-dinh-cu-gui-nha-50m2-nhinh-9-ty-id22526417,2024-04-27
"Bán gấp nhà 2 MT đường Trường Sa P2 Q Phú Nhuận DT 4.3 x17m , 4 Tầng .","Quận Phú Nhuận, TPHCM",25 tỷ 500 triệu,2 PN,3 WC,45 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/ban-gap-nha-2-mt-duong-truong-sa-p2-q-phu-nhuan-dt-4-3-x17m-4-tang-id22529295,2024-04-27
"Bất động sản mô hình căn hộ cao cấp mặt tiền Nguyễn Thị Thập,190 phòng","Quận 7, TPHCM",168 tỷ,5 PN,4 WC,72 m2,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/bat-dong-san-mo-hinh-can-ho-cao-cap-mat-tien-nguyen-thi-thap-190-phong-id22529911,2024-04-27
"MTKD - TT quận 7 P. Tân Quy - 60m2 - dòng tiền 12tr/tháng, nhỉnh 3 tỷ","Quận 7, TPHCM",3 tỷ 300 triệu,8 PN,9 WC,100 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/mtkd-tt-quan-7-p-tan-quy-60m2-dong-tien-12tr-thang-nhinh-3-ty-id22461649,2024-04-27
"Siêu Phẩm 5 Tầng, 7 Chỗ Vô Nhà, Tặng Hết Nội Thất, Cộng Hòa, Tân Bình.","Quận Tân Bình, TPHCM",9 tỷ 100 triệu,8 PN,8 WC,160 m2,https://mogi.vn/quan-tan-binh/mua-nha-biet-thu-lien-ke/sieu-pham-5-tang-7-cho-vo-nha-tang-het-noi-that-cong-hoa-tan-binh-id22543680,2024-04-27
"Ngay chợ Cây Quéo, HOÀNG HOA THÁM P5 PHÚ NHUẬN-hơn 40m2 nhỉnh 5 tỷ TL","Quận Phú Nhuận, TPHCM",5 tỷ 989 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ngay-cho-cay-queo-hoang-hoa-tham-p5-phu-nhuan-hon-40m2-nhinh-5-ty-tl-id22527000,2024-04-27
"Siêu khan hiếm góc 2 MT Kỳ Đồng, Quận 3","Quận 3, TPHCM",180 tỷ,4 PN,4 WC,52 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-khan-hiem-goc-2-mt-ky-dong-quan-3-id22538078,2024-04-27
Bán CHDV nhà MT Nguyễn Duy Q Bình Thạnh DT 4.2x30m 6 Tầng HĐT 90tr/th,"Quận Bình Thạnh, TPHCM",15 tỷ 800 triệu,5 PN,5 WC,44 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-chdv-nha-mt-nguyen-duy-q-binh-thanh-dt-4-2x30m-6-tang-hdt-90tr-th-id22532563,2024-04-27
"Nhà mặt tiền hẻm xe hơi > 4x10m, Quận 7, kế KDC HimLam, Lottemart","Quận 7, TPHCM",4 tỷ 400 triệu,5 PN,5 WC,341 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-mat-tien-hem-xe-hoi-4x10m-quan-7-ke-kdc-himlam-lottemart-id22489607,2024-04-27
"Sát Mặt Tiền, Nhà 3 Tầng Vuông Vức (4 X 12), Nguyễn Thị Minh Khai, Q.3","Quận 3, TPHCM",7 tỷ 200 triệu,32 PN,32 WC,130 m2,https://mogi.vn/quan-3/mua-nha-hem-ngo/sat-mat-tien-nha-3-tang-vuong-vuc-4-x-12-nguyen-thi-minh-khai-q-3-id22542174,2024-04-27
HOÀNG HOA THÁM-THÍCH QUÃNG ĐỨC -sát ngã tư Phú Nhuận-50m2 NHỈNH 8TỶ TL,"Quận Phú Nhuận, TPHCM",8 tỷ,3 PN,3 WC,40 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/hoang-hoa-tham-thich-quang-duc-sat-nga-tu-phu-nhuan-50m2-nhinh-8ty-tl-id22526801,2024-04-27
"Bán gấp Biệt Thự MT Cư Xá Chu Văn An Q Bình Thạnh DT 8x18m , 4 Tầng .","Quận Bình Thạnh, TPHCM",23 tỷ,4 PN,4 WC,48 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-gap-biet-thu-mt-cu-xa-chu-van-an-q-binh-thanh-dt-8x18m-4-tang-id22529348,2024-04-27
"Góc 2MT Nam Kỳ Khởi Nghĩa, P. Nguyễn Thái Bình, Q1","Quận 1, TPHCM",279 tỷ,3 PN,3 WC,50 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/goc-2mt-nam-ky-khoi-nghia-p-nguyen-thai-binh-q1-id22538069,2024-04-27
"Cực phẩm! nhà đẹp 5 Lầu, kế Himlam, P. Tân Hưng, Quận 7 chỉ nhỉnh 3 tỷ","Quận 7, TPHCM",3 tỷ 650 triệu,4 PN,4 WC,146 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/cuc-pham-nha-dep-5-lau-ke-himlam-p-tan-hung-quan-7-chi-nhinh-3-ty-id22489603,2024-04-27
"Bán biệt thự căn góc 2 Mặt Tiền KDC Gia Hoà Quận 9, O9O3O34I23","Quận 9 (TP. Thủ Đức), TPHCM",23 tỷ 500 triệu,5 PN,5 WC,294 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-biet-thu-can-goc-2-mat-tien-kdc-gia-hoa-quan-9-o9o3o34i23-id22473807,2024-04-27
"Ngay Công Viên Gia Định, 3 Tầng Mới Đẹp, Sổ Vuông Vức, Chỉ Nhỉnh 5 Tỷ.","Quận Gò Vấp, TPHCM",5 tỷ 950 triệu,5 PN,5 WC,30 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ngay-cong-vien-gia-dinh-3-tang-moi-dep-so-vuong-vuc-chi-nhinh-5-ty-id22543662,2024-04-27
