name,district,price,bedroom,wc,acreage,link,date
"Bán Đất Mặt Tiền đường số 12 Trường Thọ, DT 360m2 giá 22 tỷ","Quận Thủ Đức (TP. Thủ Đức), TPHCM",22 tỷ,1 PN,1 WC,360 m2,https://mogi.vn/quan-thu-duc/mua-nha-mat-tien-pho/ban-dat-mat-tien-duong-so-12-truong-tho-dt-360m2-gia-22-ty-id22461835,2024-04-10
Bán nhà phường trường thạch Quân 9 DT 60M2 nhà 1trệt 1 lầu,"Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ,3 PN,3 WC,60 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-phuong-truong-thach-quan-9-dt-60m2-nha-1tret-1-lau-id22374416,2024-04-10
"NGỘP ! Hẻm xe hơi, Bùi Đình Túy, GPXD 5 Tầng, 75m2, 5x15m, chỉ 7.x tỷ","Quận Bình Thạnh, TPHCM",7 tỷ 750 triệu,3 PN,2 WC,75 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ngop-hem-xe-hoi-bui-dinh-tuy-gpxd-5-tang-75m2-5x15m-chi-7-x-ty-id22529031,2024-04-10
Bán nhà Song Hành Nguyễn Văn Quá HXH 4.6m x 15m chỉ 3.x tỷ thương lượn,"Quận 12, TPHCM",3 tỷ 500 triệu,3 PN,2 WC,70 m2,https://mogi.vn/quan-12/mua-nha-hem-ngo/ban-nha-song-hanh-nguyen-van-qua-hxh-4-6m-x-15m-chi-3-x-ty-thuong-luon-id22407093,2024-04-10
"Siêu phẩm! Hẻm nhựa 6m Điện Biên Phủ Bình Thạnh 140m2 chỉ 14,49 tỷ","Quận Bình Thạnh, TPHCM",14 tỷ 490 triệu,10 PN,10 WC,140 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-pham-hem-nhua-6m-dien-bien-phu-binh-thanh-140m2-chi-14-49-ty-id22039906,2024-04-10
28.5 tỷ! Bán LỖ MT Đ. Võ Thị Sáu Q1 - 4.3*25m - HĐT 65tr/tháng.,"Quận 1, TPHCM",28 tỷ 500 triệu,1 PN,2 WC,76 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/28-5-ty-ban-lo-mt-d-vo-thi-sau-q1-4-3-25m-hdt-65tr-tha-ng-id22187056,2024-04-10
Khu Dân Cư Sài Gòn Mới - Mặt Tiền Đường Nhựa 6M - Full Nội Thất,"Huyện Nhà Bè, TPHCM",5 tỷ 500 triệu,4 PN,5 WC,50 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/khu-dan-cu-sai-gon-moi-mat-tien-duong-nhua-6m-full-noi-that-id22374090,2024-04-10
"Bán Mặt Tiền đường 102 MAN THIỆN. TNPA , Q9 - Giá 8 Tỷ 650 / 124m","Quận 9 (TP. Thủ Đức), TPHCM",8 tỷ 650 triệu,4 PN,4 WC,124 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-mat-tien-duong-102-man-thien-tnpa-q9-gia-8-ty-650-124m-id22427284,2024-04-10
Bán nhà phường tăng nhân phú A Quân 9 DT 133M2 nhà 1 tầng hầm 5 lầu,"Quận 9 (TP. Thủ Đức), TPHCM",19 tỷ,6 PN,6 WC,133 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-phuong-tang-nhan-phu-a-quan-9-dt-133m2-nha-1-tang-ham-5-lau-id22373922,2024-04-10
"📣 Ngay ngã tư PHÚ NHUẬN , gần sân bay  💎 CHỈ : 1 TỶ 830, 4 TẦNG BTCT","Quận Phú Nhuận, TPHCM",1 tỷ 830 triệu,2 PN,4 WC,28 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ngay-nga-tu-phu-nhuan-gan-san-bay-chi-1-ty-830-4-tang-btct-id22532307,2024-04-10
"HOT ! Khu VIP Bùi Đình Túy, HXH 6m, 3 Tầng, 45m2, 5.5x13m, chỉ 7,78 tỷ","Quận Bình Thạnh, TPHCM",7 tỷ 780 triệu,3 PN,3 WC,45 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hot-khu-vip-bui-dinh-tuy-hxh-6m-3-tang-45m2-5-5x13m-chi-7-78-ty-id22521257,2024-04-10
Bán nhà Tân Bình hẻm oto thông chỉ 2.9 tỷ thương lượng,"Quận Tân Bình, TPHCM",2 tỷ 900 triệu,2 PN,2 WC,30 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-tan-binh-hem-oto-thong-chi-2-9-ty-thuong-luong-id22418337,2024-04-10
"Nhà đẹp ngang 7m. Xe hơi vào nhà Lê Văn Sỹ Phú Nhuận 84m2 chỉ 17,99tỷ","Quận Phú Nhuận, TPHCM",17 tỷ 990 triệu,8 PN,8 WC,84 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/nha-dep-ngang-7m-xe-hoi-vao-nha-le-van-sy-phu-nhuan-84m2-chi-17-99ty-id21995809,2024-04-10
Bán nhà góc 2mặt hẻm Thành Thái Q.10 17*9.5m HDT: 60tr chỉ 17Tỷ,"Quận 10, TPHCM",19 tỷ,3 PN,1 WC,162 m2,https://mogi.vn/quan-10/mua-nha-hem-ngo/ba-n-nha-go-c-2ma-t-he-m-tha-nh-tha-i-q-10-17-9-5m-hdt-60tr-chi-17ty-id22176321,2024-04-10
Nhà Phố 04 Tầng Hiện Đại - Xây Dựng Mới -Mặt Tiền Đường 8m- KDC Thesun,"Huyện Nhà Bè, TPHCM",5 tỷ 990 triệu,4 PN,5 WC,50 m2,https://mogi.vn/huyen-nha-be/mua-nha-mat-tien-pho/nha-pho-04-tang-hien-dai-xay-dung-moi-mat-tien-duong-8m-kdc-thesun-id22425388,2024-04-10
Bán nhà Phường Phước bình quận 9 (7mx22.m)DT 155m2 nhà có thang máy,"Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 890 triệu,4 PN,6 WC,155 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-phuong-phuoc-binh-quan-9-7mx22-m-dt-155m2-nha-co-thang-may-id22348885,2024-04-10
"HOT ! Khu VIP Bùi Đình Túy, Nhà Đẹp 4 Tầng, 30m2, 3.5x9m, chỉ 4,48 tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 480 triệu,3 PN,4 WC,30 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hot-khu-vip-bui-dinh-tuy-nha-dep-4-tang-30m2-3-5x9m-chi-4-48-ty-id22521250,2024-04-10
Bán nhà mặt tiền kinh doanh Tân Phú nhỉnh 4 tỷ thương lượng,"Quận Tân Phú, TPHCM",4 tỷ 650 triệu,3 PN,2 WC,35 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-mat-tien-kinh-doanh-tan-phu-nhinh-4-ty-thuong-luong-id22406537,2024-04-10
"Siêu phẩm! Hẻm xe hơi Hoàng Hoa Thám Bình Thạnh 64m2, 4 tầng chỉ 7,89t","Quận Bình Thạnh, TPHCM",7 tỷ 890 triệu,5 PN,5 WC,64 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-pham-hem-xe-hoi-hoang-hoa-tham-binh-thanh-64m2-4-tang-chi-7-89t-id21992074,2024-04-10
Rẻ 22 tỷ! Bán MT ngang LỚN 13m Đ. Trường Sa Q. 3 7 Tầng lề 4m.,"Quận 3, TPHCM",22 tỷ,5 PN,6 WC,78 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/re-22-ty-ba-n-mt-ngang-lo-n-13m-d-truo-ng-sa-q-3-7-ta-ng-le-4m-id22176304,2024-04-10
Nhà Tân Cổ Điển Vừa Hoàn Thiện - Mặt Tiền Đường 6M - Full Nội Thất,"Huyện Nhà Bè, TPHCM",5 tỷ 500 triệu,4 PN,5 WC,60 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-tan-co-dien-vua-hoan-thien-mat-tien-duong-6m-full-noi-that-id22403895,2024-04-10
"Bán nhà Mặt tiền Lò Lu , Trường Thạnh, Q9 - DT: 140m2 ( ngang 5x28m )","Quận 9 (TP. Thủ Đức), TPHCM",6 tỷ 900 triệu,3 PN,2 WC,140 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-lo-lu-truong-thanh-q9-dt-140m2-ngang-5x28m-id22330492,2024-04-10
Bán Nhà Mặt tiền Kha Vạn Cân (4x24m) DT 98m2 MT kinh doanh,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",16 tỷ,4 PN,5 WC,98 m2,https://mogi.vn/quan-thu-duc/mua-nha-mat-tien-pho/ban-nha-mat-tien-kha-van-can-4x24m-dt-98m2-mt-kinh-doanh-id22348213,2024-04-10
"Khu VIP P22, Mặt tiền Kinh doanh, Võ Duy Ninh, 2Tầng, 51m2, chỉ 6,58tỷ","Quận Bình Thạnh, TPHCM",6 tỷ 580 triệu,5 PN,2 WC,51 m2,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/khu-vip-p22-mat-tien-kinh-doanh-vo-duy-ninh-2tang-51m2-chi-6-58ty-id22521245,2024-04-10
Bán nhà Phan Huy Ích lô góc hẻm 8m 60m2 chỉ 4.xx tỷ,"Quận Gò Vấp, TPHCM",4 tỷ 950 triệu,2 PN,2 WC,60 m2,https://mogi.vn/quan-go-vap/mua-nha-hem-ngo/ban-nha-phan-huy-ich-lo-goc-hem-8m-60m2-chi-4-xx-ty-id22396713,2024-04-10
"Bán gấp. Xe hơi vào nhà Nguyễn Văn Trỗi Phú Nhuận 70m2 chỉ 14,99 tỷ","Quận Phú Nhuận, TPHCM",14 tỷ 990 triệu,3 PN,4 WC,70 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ban-gap-xe-hoi-vao-nha-nguyen-van-troi-phu-nhuan-70m2-chi-14-99-ty-id21990769,2024-04-10
Giá RẺ 36 tỷ! Bán MT siêu tốt Đ. Ký Con Quận 1 - 4*20m - 4 Lầu,"Quận 1, TPHCM",36 tỷ,3 PN,4 WC,80 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-re-36-ty-ban-mt-sieu-tot-d-ky-con-quan-1-4-20m-4-la-u-id21948689,2024-04-10
NHÀ PHỐ 3 LẦU - KDC THESUN - Mặt tiền đường 6m - Đầy đủ nội thất,"Huyện Nhà Bè, TPHCM",5 tỷ 700 triệu,4 PN,5 WC,50 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-3-lau-kdc-thesun-mat-tien-duong-6m-day-du-noi-that-id22501128,2024-04-10
"Bán đất mặt tiền Kinh Doanh đường 8 Lò Lu, Trường Thạnh, Q9 - Dt: 124m","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 500 triệu,1 PN,1 WC,124 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-dat-mat-tien-kinh-doanh-duong-8-lo-lu-truong-thanh-q9-dt-124m-id22327316,2024-04-10
Bán nhà phường hiệp phú Quận 9 DT 102 m2 giá 10 tỷ mặt tiền kinh Doanh,"Quận 9 (TP. Thủ Đức), TPHCM",10 tỷ,2 PN,1 WC,102 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-phuong-hiep-phu-quan-9-dt-102-m2-gia-10-ty-mat-tien-kinh-doanh-id22337895,2024-04-10
"Siêu Rẻ! Khu VIP Bùi Đình Túy, HXH, Nhà 2Tầng, 30m2 có NT, chỉ 4,85 tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 850 triệu,2 PN,2 WC,30 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-re-khu-vip-bui-dinh-tuy-hxh-nha-2tang-30m2-co-nt-chi-4-85-ty-id22520772,2024-04-10
Bán nhà Hồng Lạc 5m x 13m 4 tầng chỉ 6.x tỷ thương lượng,"Quận Tân Bình, TPHCM",6 tỷ 900 triệu,4 PN,4 WC,65 m2,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/ban-nha-hong-lac-5m-x-13m-4-tang-chi-6-x-ty-thuong-luong-id22392048,2024-04-10
"Ngang 5,5m! Hẻm xe hơi Phan Tây Hồ Phú Nhuận 105m2 chỉ 11,29 tỷ","Quận Phú Nhuận, TPHCM",11 tỷ 299 triệu,30 PN,30 WC,105 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/ngang-5-5m-hem-xe-hoi-phan-tay-ho-phu-nhuan-105m2-chi-11-29-ty-id21987304,2024-04-10
Giá TỐT 23.8Tỷ! BánNhà 2 MT trước sau P.Tân Định Q1 4*18m 4 Lầu,"Quận 1, TPHCM",23 tỷ 800 triệu,3 PN,4 WC,72 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-to-t-23-8ty-ba-nnha-2-mt-truo-c-sau-p-tan-di-nh-q1-4-18m-4-lau-id21947412,2024-04-10
NHÀ PHỐ VỪA HOÀN THIỆN - Mặt tiềm hẻm 6m- Ngay Chùa Bà Châu Đốc Nhà Bè,"Huyện Nhà Bè, TPHCM",4 tỷ 90 triệu,3 PN,3 WC,80 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-vua-hoan-thien-mat-tiem-hem-6m-ngay-chua-ba-chau-doc-nha-be-id22503559,2024-04-10
Bán nhà MT KD Phường  tân phú Thủ Đức MT6m DT 170m giá 17 tỷ,"Quận 9 (TP. Thủ Đức), TPHCM",17 tỷ,3 PN,4 WC,170 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mt-kd-phuong-tan-phu-thu-duc-mt6m-dt-170m-gia-17-ty-id22335540,2024-04-10
"Khu VIP Phan Xích Long, HXH, Nhà 5 Tầng, 65m2, 6.5x10m, chỉ 10,88 tỷ","Quận Bình Thạnh, TPHCM",10 tỷ 880 triệu,5 PN,5 WC,65 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/khu-vip-phan-xich-long-hxh-nha-5-tang-65m2-6-5x10m-chi-10-88-ty-id22520766,2024-04-10
Bán nhà Vườn Lài sát mặt tiền 4.5m x 16m chỉ 7.6m thương lượng.,"Quận Tân Phú, TPHCM",7 tỷ 600 triệu,4 PN,4 WC,70 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-vuon-lai-sat-mat-tien-4-5m-x-16m-chi-7-6m-thuong-luong-id22393230,2024-04-10
"Siêu phẩm! Ngang 7,5m Ô tô vào nhà Phan Văn Trị Bình Thạnh 75m2 6,99tỷ","Quận Bình Thạnh, TPHCM",6 tỷ 990 triệu,30 PN,30 WC,75 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-pham-ngang-7-5m-o-to-vao-nha-phan-van-tri-binh-thanh-75m2-6-99ty-id21986743,2024-04-10
Bán nhà mặt tiền 3/2 Quận 10 5.6*20m 5 tầng giá rẻ chỉ 26 tỷ,"Quận 10, TPHCM",26 tỷ,4 PN,5 WC,112 m2,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-nha-mat-tien-3-2-quan-10-5-6-20m-5-tang-gia-re-chi-26-ty-id21828321,2024-04-10
NHÀ PHỐ HIỆN ĐẠI - MẶT TIỀN ĐƯỜNG 10M - Huỳnh Tấn Phát TT Nhà Bè,"Huyện Nhà Bè, TPHCM",5 tỷ 300 triệu,4 PN,5 WC,60 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-hien-dai-mat-tien-duong-10m-huynh-tan-phat-tt-nha-be-id22504097,2024-04-10
"bán Nhà 2 lầu mặt tiền đường 12C Nguyễn Văn Tăng, Long Thạnh Mỹ, Q9","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 500 triệu,4 PN,3 WC,70 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-2-lau-mat-tien-duong-12c-nguyen-van-tang-long-thanh-my-q9-id22274122,2024-04-10
"Bán nhà mặt tiền khinh doanh Quận 9, Thủ Đức DT 123m2 giá nhỉnh 19 tỷ","Quận 9 (TP. Thủ Đức), TPHCM",19 tỷ,3 PN,3 WC,123 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-mat-tien-khinh-doanh-quan-9-thu-duc-dt-123m2-gia-nhinh-19-ty-id22335273,2024-04-10
"Hiếm ! Lê Quang Định P7, HXH, 6 Tầng có Thang máy, 50m2, chỉ 9,78 tỷ","Quận Bình Thạnh, TPHCM",9 tỷ 780 triệu,4 PN,4 WC,50 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/hiem-le-quang-dinh-p7-hxh-6-tang-co-thang-may-50m2-chi-9-78-ty-id22520750,2024-04-10
Bán nhà mặt tiền F12 Tân Bình 7m x 17m chỉ 14.x tỷ,"Quận Tân Bình, TPHCM",14 tỷ 500 triệu,4 PN,4 WC,114 m2,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-f12-tan-binh-7m-x-17m-chi-14-x-ty-id22392018,2024-04-10
"Giá sốc! Hẻm xe hơi Trần Não Phường An Khánh Quận 2, 110m2 chỉ 12,99tỷ","Quận 2 (TP. Thủ Đức), TPHCM",12 tỷ 990 triệu,5 PN,5 WC,110 m2,https://mogi.vn/quan-2/mua-nha-hem-ngo/gia-soc-hem-xe-hoi-tran-nao-phuong-an-khanh-quan-2-110m2-chi-12-99ty-id21964051,2024-04-10
Bán nhà  Quận 9 Thủ Đức. DT 122m2 mặt tiền 6.9m giá 8.8 tỷ,"Quận 9 (TP. Thủ Đức), TPHCM",8 tỷ 800 triệu,5 PN,6 WC,122 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-quan-9-thu-duc-dt-122m2-mat-tien-6-9m-gia-8-8-ty-id22141669,2024-04-10
"THU 200TR ! Hoàng Hoa Thám, Nhà Đẹp 4 Tầng, 40m2, 5PN 6WC, chỉ 4,78 tỷ","Quận Bình Thạnh, TPHCM",4 tỷ 780 triệu,5 PN,6 WC,40 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/thu-200tr-hoang-hoa-tham-nha-dep-4-tang-40m2-5pn-6wc-chi-4-78-ty-id22520717,2024-04-10
Bán nhà Tân Kỳ Tân Quý Hẻm xe hơi tránh 4m x 2 chỉ 6.x tỷ thương lượng,"Quận Tân Phú, TPHCM",6 tỷ 700 triệu,3 PN,3 WC,80 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-tan-ky-tan-quy-hem-xe-hoi-tranh-4m-x-2-chi-6-x-ty-thuong-luong-id22391904,2024-04-10
"Giá sốc! Mặt tiền Đường số 14 Phường Bình An Quận 2, 110m2 chỉ 16,19tỷ","Quận 2 (TP. Thủ Đức), TPHCM",15 tỷ 990 triệu,5 PN,5 WC,110 m2,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/gia-soc-mat-tien-duong-so-14-phuong-binh-an-quan-2-110m2-chi-16-19ty-id21956867,2024-04-10
Giá HỜI 70 tỷ! Bán MT HDTcao$10.000 ĐinhTiênHoàng Q1 8.2*21m Hầm6LầuTM,"Quận 1, TPHCM",70 tỷ,5 PN,6 WC,172 m2,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-hoi-70-ty-ban-mt-hdtcao-10-000-dinhtienhoang-q1-8-2-21m-ham6lautm-id21679406,2024-04-10
NHÀ PHỐ 3 LẦU SỔ HỒNG RIÊNG HOÀN CÔNG ĐỦ- Hẻm 4m Huỳnh Tấn Phát Nhà Bè,"Huyện Nhà Bè, TPHCM",3 tỷ 950 triệu,4 PN,3 WC,50 m2,https://mogi.vn/huyen-nha-be/mua-nha-hem-ngo/nha-pho-3-lau-so-hong-rieng-hoan-cong-du-hem-4m-huynh-tan-phat-nha-be-id22508242,2024-04-10
"Bán nhà 3 lầu hẻm thông đường Tăng Nhơn Phú, gần Đỗ Xuân Hợp. 7 tỷ 600","Quận 9 (TP. Thủ Đức), TPHCM",7 tỷ 600 triệu,4 PN,3 WC,82 m2,https://mogi.vn/quan-9/mua-nha-hem-ngo/ban-nha-3-lau-hem-thong-duong-tang-nhon-phu-gan-do-xuan-hop-7-ty-600-id22259227,2024-04-10
Bán Nhà phường tăng nhân phú A Quận 9 MT 5.3m DT 83 giá 7.5  TỶ,"Quận 9 (TP. Thủ Đức), TPHCM",7 tỷ 500 triệu,3 PN,2 WC,83 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-nha-phuong-tang-nhan-phu-a-quan-9-mt-5-3m-dt-83-gia-7-5-ty-id22137573,2024-04-10
"Siêu Hiếm ! Đất Trống, HXH, Lê Quang Định, 100m2, 4x25m, chỉ 7,58 tỷ","Quận Bình Thạnh, TPHCM",7 tỷ 580 triệu,1 PN,1 WC,100 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/sieu-hiem-dat-trong-hxh-le-quang-dinh-100m2-4x25m-chi-7-58-ty-id22520687,2024-04-10
Bán nhà Tân Phú 4m x 19m 5 tầng chỉ nhỉnh 7 tỷ thương lượng,"Quận Tân Phú, TPHCM",7 tỷ 800 triệu,10 PN,5 WC,80 m2,https://mogi.vn/quan-tan-phu/mua-nha-hem-ngo/ban-nha-tan-phu-4m-x-19m-5-tang-chi-nhinh-7-ty-thuong-luong-id22390404,2024-04-10
"1 căn duy nhất! Xe hơi đỗ trong nhà Huỳnh Văn Bánh, Phú Nhuận 11,58 tỷ","Quận Phú Nhuận, TPHCM",11 tỷ 580 triệu,5 PN,5 WC,50 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/1-can-duy-nhat-xe-hoi-do-trong-nha-huynh-van-banh-phu-nhuan-11-58-ty-id21840228,2024-04-10
202 tỷ! Bán khuôn đất hiếm Đ. Trần Quốc Toản Q3 - 605m2 - GPXD,"Quận 3, TPHCM",202 tỷ,7 PN,8 WC,680 m2,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/202-ty-ba-n-khuon-da-t-hie-m-d-tra-n-quo-c-toa-n-q3-605m2-gpxd-id22479366,2024-04-10
NHÀ PHỐ ĐANG HOÀN THIỆN - TRỆT LẦU 03 PHÒNG - Ngay Đại Học Marketing,"Quận 7, TPHCM",4 tỷ 850 triệu,3 PN,3 WC,50 m2,https://mogi.vn/quan-7/mua-nha-hem-ngo/nha-pho-dang-hoan-thien-tret-lau-03-phong-ngay-dai-hoc-marketing-id22513323,2024-04-10
"Bán đất MT Kinh Doanh Đường 4 , Long Trường ,Q9 - Diện tích  88m2","Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ 250 triệu,1 PN,0 WC,88 m2,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-dat-mt-kinh-doanh-duong-4-long-truong-q9-dien-tich-88m2-id22121229,2024-04-10
"Bán CHDV 3 Tầng 92m2 NGANG 9M Thu 540 Triệu, Hoàng Hoa Thám chỉ 8.x tỷ","Quận Bình Thạnh, TPHCM",8 tỷ 190 triệu,8 PN,8 WC,92 m2,https://mogi.vn/quan-binh-thanh/mua-nha-hem-ngo/ban-chdv-3-tang-92m2-ngang-9m-thu-540-trieu-hoang-hoa-tham-chi-8-x-ty-id22318735,2024-04-10
Bán nhà Tân Kỳ Tân Quý gần 100m2 5 tầng HXH chỉ nhỉnh 7 tỷ.,"Quận Tân Phú, TPHCM",7 tỷ 500 triệu,4 PN,4 WC,100 m2,https://mogi.vn/quan-tan-phu/mua-nha-mat-tien-pho/ban-nha-tan-ky-tan-quy-gan-100m2-5-tang-hxh-chi-nhinh-7-ty-id22386636,2024-04-10
"1 căn duy nhất ! Nhà đẹp Trương Quốc Dung, Phú Nhuận 72m2 chỉ 8,85 tỷ","Quận Phú Nhuận, TPHCM",8 tỷ 850 triệu,5 PN,6 WC,72 m2,https://mogi.vn/quan-phu-nhuan/mua-nha-hem-ngo/1-can-duy-nhat-nha-dep-truong-quoc-dung-phu-nhuan-72m2-chi-8-85-ty-id21809479,2024-04-10
